listing_name,post_id,address,address2,rent,bedrooms,datetime_posted,size,availability,description,attributes,lat,lon,html
Detailed 3-Level Upper Unit With Rooftop Terrace And City Views.,post id: 6570420472,(Toronto),NA,"$2,500",2BR / 1Ba,24/04/2018 15:15,NA,24/04/2018,,['condo'],43.662472,-79.376701,https://toronto.craigslist.ca/tor/apa/d/detailed-3-level-upper-unit/6570420472.html
"Delightful Unit One Parking, One Locker W/ Excellent View & Location.",post id: 6570414844,(t),NA,"$2,490",2BR / 2Ba,24/04/2018 15:10,NA,24/04/2018,,['condo'],43.7135,-79.3887,https://toronto.craigslist.ca/tor/apa/d/delightful-unit-one-parking/6570414844.html
"Bayview/Sheppard 4+1BR, 3WR DTCD + 2CR GRG $4490",post id: 6570411671,(Bayview/Sheppard),NA,"$4,490",4BR / 3Ba,24/04/2018 15:07,NA,24/04/2018,"Bayview/Sheppard 4+1BR, 3WR DTCD + 2CR GRG $4490",['house'],43.771465,-79.377076,https://toronto.craigslist.ca/tor/apa/d/bayview-sheppard-41br-3wr/6570411671.html
Decent 2 Bedroom Unit & Balcony With Unobstructed West View,post id: 6570404036,(Toronto),NA,"$2,400",2BR / 2Ba,24/04/2018 15:01,NA,24/04/2018,,['condo'],43.8227,-79.3946,https://toronto.craigslist.ca/tor/apa/d/decent-2-bedroom-unit-balcony/6570404036.html
"Downtown 2 Bedroom plus Den, 2 Bathroom Condo with Parking",post id: 6556190233,NA,NA,"$2,300",2BR / 2Ba,24/04/2018 15:00,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a two bedroom plus den, two full bathroom condo at 87 Peter St, in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-2-bedroom-plus-den-2/6556190233.html
"Downtown One Bedroom plus Den, One Bathroom Condo with Parking",post id: 6556187524,NA,NA,"$1,900",1BR / 1Ba,24/04/2018 15:00,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a one bedroom plus den, one bathroom condo at 87 Peter St in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-one-bedroom-plus-den/6556187524.html
Chic 1 Bedroom Apartment with Large Terrace,post id: 6553529644,(296 Gerrard St E),Parliament St at Gerrard St E,"$1,695",1BR / 1Ba,24/04/2018 14:57,NA,01/05/2018,"This chic 1 bedroom apartment, located on the third floor features tons of sunlight, and a massive terrace, perfect for hosting and enjoying Toronto's summer. The apartment includes bright and spacious living room area and exposed brick kitchen. Located minutes from cafe, shops and restaurants on Parliament St. Short TTC ride to Castle Frank Station and the core of Downtown.",['\nfriday 2018-04-20\n'],43.662392,-79.367552,https://toronto.craigslist.ca/tor/apa/d/chic-1-bedroom-apartment-with/6553529644.html
huge # BRAND NEW# LUXURY 2 bedrooms with 2 PARKING,post id: 6570385261,(88 Harbour St),HARBOUR,"$4,300",2BR / 2Ba,24/04/2018 14:55,1122ft2,24/04/2018,"Harbour Plaza Downtown Living At Its Finest! Brand New 2 Bedrooms, 2 Baths. Beautiful Lake View From All Rooms. Connected To The Path Network. Close To Waterfront, Public Transit, Shops, Restaurants, Theatre, Acc, Rogers Centre, Bike Path, Gym, Pool 24 Hrs Concierge, Theatre Lounge, Party Room, Approx. 1121 Sq.Ft.","['condo', 'w/d in unit', 'attached garage']",43.641879,-79.378183,https://toronto.craigslist.ca/tor/apa/d/huge-brand-new-luxury-2/6570385261.html
"Sheppard/Bayview 3BR, 3WR CTH - Only $3300/m See info",post id: 6570395430,(Sheppard/Bayview),NA,"$3,300",3BR / 3Ba,24/04/2018 14:54,NA,24/04/2018,"Sheppard/Bayview 3BR, 3WR CTH - Only $3300/m See info",['townhouse'],43.759404,-79.420429,https://toronto.craigslist.ca/tor/apa/d/sheppard-bayview-3br-3wr-cth/6570395430.html
Modern and Spacious Studio,post id: 6546153633,(1564 Queen St E),Queen St E at Coxwell Ave,"$1,545",0BR / 1Ba,24/04/2018 14:51,NA,01/04/2018,"This brand new, modern, open-concept studio space boasts plenty of natural light, modern stainless steel appliance and hardwood floors throughout the space. Located seconds from the Queen streetcar, this apartment is situated a short ride (or walk), from both the beaches and Toronto's downtown hub. And with plenty of cafes and restaurants right around the corner, something fun and exciting is always just out your front door.",['\nfriday 2018-04-27\n'],43.665922,-79.318995,https://toronto.craigslist.ca/tor/apa/d/modern-and-spacious-studio/6546153633.html
"Large 1 Bedroom, Basement Apt. Utilities Incl. 6 Appliance Incl.",post id: 6570391863,(HWY 401 & Weston Road),Dee Avenue at Weston Road,"$1,240",1BR / 1Ba,24/04/2018 14:51,950ft2,15/06/2018,Weston Road & HWY 401,"['apartment', 'w/d in unit', 'off-street parking']",43.710487,-79.535022,https://toronto.craigslist.ca/tor/apa/d/large-1-bedroom-basement-apt/6570391863.html
Rent 55 Merchants' Wharf Toronto For Lease,post id: 6570387569,NA,55 Merchants' Wharf,"$1,875",1BR / 1Ba,24/04/2018 14:47,500ft2,24/04/2018,Information updated 4/25/18,"['apartment', 'w/d in unit', 'detached garage']",43.64427,-79.363625,https://toronto.craigslist.ca/tor/apa/d/rent-55-merchants-wharf/6570387569.html
Rent 55 Merchants' Wharf Toronto For Lease,post id: 6570386868,NA,55 Merchants' Wharf,"$1,875",1BR / 1Ba,24/04/2018 14:47,500ft2,24/04/2018,Information updated 4/25/18,"['apartment', 'w/d in unit', 'detached garage']",43.644453,-79.363389,https://toronto.craigslist.ca/tor/apa/d/rent-55-merchants-wharf/6570386868.html
Beuatiful bright Rosedale lower level suite for lease,post id: 6570385994,(Rosedale),NA,"$1,950",1BR / 1Ba,24/04/2018 14:46,1300ft2,01/06/2018,"Would you like to live in a Beautiful, quiet clean fully furnished lower level suite in Rosedale, the suite has a huge new bathroom, large bedroom and closet, lovely kitchen and family room.","['furnished', 'apartment', 'laundry on site', 'street parking']",43.681018,-79.373855,https://toronto.craigslist.ca/tor/apa/d/beuatiful-bright-rosedale/6570385994.html
Dufferin & Colllege Bst Apt for rent,post id: 6570383391,NA,Dufferin Street at College Street,$700,1BR / 1Ba,24/04/2018 14:44,1300ft2,01/06/2018,"Bright and Clean newly renovate Bst Apt for rent.  Monthly rent 700.00.  Steps from Dufferin Mall and 24hrs buses.  Low ceiling for people under 5""8 height.  For more info, please call","['apartment', 'no laundry on site']",43.651299,-79.432038,https://toronto.craigslist.ca/tor/apa/d/dufferin-colllege-bst-apt-for/6570383391.html
Rent 55 Merchants' Wharf Toronto For Lease,post id: 6570378239,NA,55 Merchants' Wharf,"$1,870",1BR / 1Ba,24/04/2018 14:40,500ft2,24/04/2018,Information updated 4/25/18,"['apartment', 'w/d in unit', 'detached garage']",43.644441,-79.363475,https://toronto.craigslist.ca/tor/apa/d/rent-55-merchants-wharf/6570378239.html
"Beautiful new 2 Bedr, 151 Dan Leckie Way, Move in: Flexible",post id: 6570376909,(Bathurst & Fort York),NA,"$2,600",2BR / 0Ba,24/04/2018 14:38,NA,24/04/2018,,"['condo', 'w/d in unit']",43.639578,-79.39785,https://toronto.craigslist.ca/tor/apa/d/beautiful-new-2-bedr-151-dan/6570376909.html
Rent 29 Queens Quay E  Toronto For Lease,post id: 6570371955,(Yonge and Queens Quay East),29 Queens Quay E,"$4,200",2BR / 3Ba,24/04/2018 14:34,NA,23/03/2018,Information Updated 3/23/18,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'valet parking', 'wheelchair accessible']",43.641381,-79.371653,https://toronto.craigslist.ca/tor/apa/d/rent-29-queens-quay-toronto/6570371955.html
Delightful Trinity Bellwoods - Short and Long Term,post id: 6570371950,(Trinity Bellwods),Bathurst Street at Queen Street West,"$6,000",3BR / 1Ba,24/04/2018 14:34,1800ft2,24/04/2018,Toronto Luxury Rentals is Proud to Present 46 Robinson Street...,"['house', 'w/d in unit', 'no parking']",43.647283,-79.404133,https://toronto.craigslist.ca/tor/apa/d/delightful-trinity-bellwoods/6570371950.html
New 1BDRM + Den Condo for Rent - Yonge & Eglinton 185 Roehampton,post id: 6570368375,NA,185 Roehampton Avenue,"$2,000",1BR / 1Ba,24/04/2018 14:32,NA,24/04/2018,185 Roehampton Avenue,"['condo', 'w/d in unit']",43.709102,-79.393139,https://toronto.craigslist.ca/tor/apa/d/new-1bdrm-den-condo-for-rent/6570368375.html
Heart of Yorkville One Bed plus Den,post id: 6570365696,(Yorkville),Yorkville Avenue at Yonge Street,"$5,500",1BR / 2Ba,24/04/2018 14:29,1ft2,24/04/2018,Toronto Luxury Rentals is Proud to Present 18 Yorkville Avenue...,"['condo', 'w/d in unit', 'carport']",43.672328,-79.387609,https://toronto.craigslist.ca/tor/apa/d/heart-of-yorkville-one-bed/6570365696.html
Richmond/ Spdina  2 bedrooms with PARKING,post id: 6570364824,(438 Richmond St W),richmond,"$2,500",2BR / 2Ba,24/04/2018 14:29,735ft2,03/06/2018,"Terrific Opportunity At Trendy ""The Morgan"" ! The Nw Corner Supplies Total Privacy & Spectacular City Vistas! Master Bdrm Boasts Spacious Closet & 4Pc Ensuite Bath! This Suite Has It All - 735Ft Of Living Space*Ensuite Laundry*Private Open Corner Balcony*24/7 Concierge*2 Baths*3 High Speed Elevator*Full Gym! High Walkability & Transit Score & Near All The Big City Has To Offer!","['apartment', 'w/d in unit', 'attached garage']",43.64777,-79.397025,https://toronto.craigslist.ca/tor/apa/d/richmond-spdina-2-bedrooms/6570364824.html
Gorgeous Roncesvalles Reno,post id: 6570360247,(Roncesvalles),Indian Grove at Humberside Avenue,"$4,200",2BR / 2Ba,24/04/2018 14:25,1400ft2,24/04/2018,Toronto Luxury Rentals is Proud to Present 337 Indian Grove...,"['house', 'w/d in unit', 'street parking']",43.658632,-79.460306,https://toronto.craigslist.ca/tor/apa/d/gorgeous-roncesvalles-reno/6570360247.html
YONGE & LAWRENCE,post id: 6558313158,(Toronto),NA,"$2,600",3BR / 1Ba,24/04/2018 14:23,NA,15/05/2018,"Main and Upper Floor Unit for Lease. New kitchen counter tops, new kitchen cabinets, new wood flooring and freshly painted, brand new three piece bathroom with glass wall, new furnace, new central air conditioning unit. 10 min walk to Yonge and Lawrence  Subway line. Available May 15th, 2018.","['duplex', 'w/d in unit', 'no smoking', 'carport']",43.730163,-79.40728,https://toronto.craigslist.ca/tor/apa/d/yonge-lawrence/6558313158.html
"Fabulous Condos 2 Bedr, 42 Charles St, ready for: 01-Jun-18",post id: 6570356161,(Church & Yonge),NA,"$2,550",2BR / 0Ba,24/04/2018 14:22,NA,24/04/2018,,"['condo', 'w/d in unit']",43.669113,-79.383989,https://toronto.craigslist.ca/tor/apa/d/fabulous-condos-2-bedr-42/6570356161.html
Stunning Executive Rental,post id: 6570353390,(Corktown),Trolley Cres at King St,"$9,500",2BR / 2Ba,24/04/2018 14:20,1700ft2,24/04/2018,Toronto Luxury Rentals is Proud to Present 32 Trolley Crescent...,"['condo', 'w/d in unit', 'street parking']",43.6555,-79.3626,https://toronto.craigslist.ca/tor/apa/d/stunning-executive-rental/6570353390.html
Exquisite Post Modern in the Heart of Queen West on Beverley Street,post id: 6570350201,(Baldwin Village),Beverley Street at Queen Street West,"$5,200",2BR / 2Ba,24/04/2018 14:17,1200ft2,24/04/2018,Toronto Luxury Rentals is Proud to Present 18 Beverley Street...,"['condo', 'w/d in unit', 'carport']",43.650273,-79.392508,https://toronto.craigslist.ca/tor/apa/d/exquisite-post-modern-in-the/6570350201.html
Exclusive Queen's Quay Executive,post id: 6570346450,(Queen's Quay),Queen's Quay West at York St,"$7,500",2BR / 3Ba,24/04/2018 14:14,1600ft2,24/04/2018,Toronto Luxury Rentals is Proud to Present 211 Queen's Quay West...,"['condo', 'w/d in unit', 'carport']",43.640571,-79.378194,https://toronto.craigslist.ca/tor/apa/d/exclusive-queens-quay/6570346450.html
Beautiful Short Term Sherway Gardens Townhouse 2Bed 3Bath,post id: 6570341254,(Etobicoke),Evans Street at Brown's Line,"$4,500",2BR / 3Ba,24/04/2018 14:10,1300ft2,01/05/2018,Toronto Luxury Rentals is Proud to Present 636 Evans Avenue...,"['house', 'w/d in unit', 'street parking']",43.621044,-79.500392,https://toronto.craigslist.ca/tor/apa/d/beautiful-short-term-sherway/6570341254.html
"Steeles / Pharmacy 4BR, 4WR RONOVATED Detached -SEE INFO",post id: 6570338559,(Steeles / Pharmacy),NA,"$1,460,000",4BR / 4Ba,24/04/2018 14:08,NA,24/04/2018,"Steeles / Pharmacy 4BR, 4WR RONOVATED Detached -SEE INFO",['house'],43.816606,-79.331059,https://toronto.craigslist.ca/tor/apa/d/steeles-pharmacy-4br-4wr/6570338559.html
"Downtown 2 Bedroom plus Den, 2 Bathroom Condo with Parking",post id: 6560698083,NA,NA,"$2,300",2BR / 2Ba,24/04/2018 14:08,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a two bedroom plus den, two full bathroom condo at 87 Peter St, in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-2-bedroom-plus-den-2/6560698083.html
"Downtown One Bedroom plus Den, One Bathroom Condo with Parking",post id: 6561236822,NA,NA,"$1,900",1BR / 1Ba,24/04/2018 14:08,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a one bedroom plus den, one bathroom condo at 87 Peter St in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-one-bedroom-plus-den/6561236822.html
"Upscale Condo 2 Bedr, 33 Bay St, starting: 01-Jun-18",post id: 6570334679,(Bay/Harbour),NA,"$2,750",2BR / 0Ba,24/04/2018 14:05,NA,24/04/2018,,"['condo', 'w/d in unit']",43.642362,-79.377538,https://toronto.craigslist.ca/tor/apa/d/upscale-condo-2-bedr-33-bay/6570334679.html
"Downtown One Bedroom plus Den, One Bathroom Condo with Parking",post id: 6570193708,NA,NA,"$1,900",1BR / 1Ba,24/04/2018 13:59,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a one bedroom plus den, one bathroom condo at 87 Peter St in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-one-bedroom-plus-den/6570193708.html
"Downtown One Bedroom plus Den, One Bathroom Condo with Parking",post id: 6570271439,NA,NA,"$1,900",1BR / 1Ba,24/04/2018 13:50,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a one bedroom plus den, one bathroom condo at 87 Peter St in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-one-bedroom-plus-den/6570271439.html
"Downtown 2 Bedroom plus Den, 2 Bathroom Condo with Parking",post id: 6570269498,NA,NA,"$2,300",2BR / 2Ba,24/04/2018 13:50,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a two bedroom plus den, two full bathroom condo at 87 Peter St, in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-2-bedroom-plus-den-2/6570269498.html
"Upscale Condo 1 Bedr, 170 Fort York Blvd, starting: Immediate",post id: 6570313184,(Fort York/Bathurst),NA,"$2,180",1BR / 0Ba,24/04/2018 13:48,NA,24/04/2018,,"['condo', 'w/d in unit']",43.628947,-79.39442,https://toronto.craigslist.ca/tor/apa/d/upscale-condo-1-bedr-170-fort/6570313184.html
Spacious Beautifully Upgraded Suite @The Famous Flatiron Building,post id: 6570312668,(25 The Esplanade),25 The Esplanade,"$2,795",2BR / 1.5Ba,24/04/2018 13:47,1020ft2,01/06/2018,"Beautifully Upgraded Suite! Great Location! Approx. 1020 Sq.Ft., 2 Bedroom, Fabulous North & South Exposure W/Lake & City Skyline Views. 24 H Sec., Great Amenities: Gym, Bbq, Rec. Rm, Party Room. Walk To Union Stn, Theatres, Restaurants, Lake, Financial District, St.Lawrence Mkt & The Distillery District","['condo', 'w/d in unit']",43.64927,-79.366337,https://toronto.craigslist.ca/tor/apa/d/spacious-beautifully-upgraded/6570312668.html
"In The Heart of The Beaches Large 3 Bedroom - $3,300 + hydro",post id: 6568159835,NA,26 Glen Manor Dr.,"$3,300",3BR / 2Ba,24/04/2018 13:36,2000ft2,22/04/2018,"This beautiful, full of character duplex home is located in the heart of the Beaches and steps away from the lake at the end of boardwalk. A hard to find 3 bedroom apartment located on the main level with brand new hardwood floors, a large open concept living-dining room area, eat in kitchen, massive master bedroom with in-suite bathroom (therapeutic air tub) and a walk out deck to yard. 2 bathrooms, plenty of closets and storage space throughout, large decks in the front and in the back to relax and socialize with friends and family.","['\ntuesday 2018-04-24\n', '\nwednesday 2018-04-25\n']",43.669287,-79.291561,https://toronto.craigslist.ca/tor/apa/d/in-the-heart-of-the-beaches/6568159835.html
"Convenient & Spacious 2 Bed, 2 Baths Condo Apartment At Wellesley St E",post id: 6570295963,(55 Wellesley St E),NA,"$3,000",2BR / 2Ba,24/04/2018 13:34,1300ft2,24/04/2018,"Convenient And Spacious 1306 Sf. 2 Bed, 2 Baths Right At Church And Wellesley In A Boutique Building Of Only 40 Units. Steps To Subway, Yonge St, Shopping, And Restaurants. Walk To Universities, Hospitals, Yorkville, The Eaton Centre And The Financial District.","['condo', 'w/d in unit', 'attached garage']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/convenient-spacious-2-bed-2/6570295963.html
"New Condos 2 Bedr, 28 Ted Rogers Way, ready for: Imme/Tba",post id: 6570290458,(Bloor / Ted Rogers),NA,"$2,400",2BR / 0Ba,24/04/2018 13:30,NA,24/04/2018,,"['condo', 'w/d in unit']",43.669549,-79.381903,https://toronto.craigslist.ca/tor/apa/d/new-condos-2-bedr-28-ted/6570290458.html
"Bright, Beautiful Basement Apt - available June 1 - Trinity Bellwoods",post id: 6570286095,(Queen West),NA,"$1,500",1BR / 1Ba,24/04/2018 13:30,450ft2,01/06/2018,Hi There ~,"['apartment', 'w/d in unit', 'no smoking', 'street parking']",43.64407,-79.413506,https://toronto.craigslist.ca/tor/apa/d/bright-beautiful-basement-apt/6570286095.html
Huge Bachelor WITH SUNROOM near King Streetcar/No Frills,post id: 6568260831,(king/dufferin),NA,"$1,350",1BR / 1Ba,24/04/2018 13:29,NA,22/04/2018,Beautiful bachelor apartment available now,['apartment'],43.6383,-79.4301,https://toronto.craigslist.ca/tor/apa/d/huge-bachelor-with-sunroom/6568260831.html
Huge Bachelor WITH SUNROOM near Liberty Village/King Jameson,post id: 6568258822,(king/dufferin),NA,"$1,350",1BR / 1Ba,24/04/2018 13:29,NA,22/04/2018,Beautiful bachelor apartment available April 1.,"['apartment', 'street parking']",43.6383,-79.4301,https://toronto.craigslist.ca/tor/apa/d/huge-bachelor-with-sunroom/6568258822.html
Huge Bachelor Available near Eaton Center/ Ryerson University,post id: 6550509614,(jarvis/dundas),NA,"$1,350",1BR / 1Ba,24/04/2018 13:29,NA,03/04/2018,Huge Bachelor Apt. available near RYERSON UNIVERSITY + EATON CENTER,"['apartment', 'carport']",43.6555,-79.3626,https://toronto.craigslist.ca/tor/apa/d/huge-bachelor-available-near/6550509614.html
"Huge Bright Bachelor  2nd Fl of Victorian House near Eaton C, Ryerson",post id: 6542617654,(jarvis/dundas),NA,"$1,350",1BR / 1Ba,24/04/2018 13:29,NA,15/04/2018,HUGE BRIGHT bachelor  Apartment for rent on 2nd floor of Victorian House,"['\nsunday 2018-04-15\n', '\nmonday 2018-04-16\n', '\ntuesday 2018-04-17\n']",43.6555,-79.3626,https://toronto.craigslist.ca/tor/apa/d/huge-bright-bachelor-2nd-fl/6542617654.html
1-Bedroom Apt. Getting Completely Renovated now near Eaton Center,post id: 6568268223,(jarvis/dundas),NA,"$1,795",1BR / 1Ba,24/04/2018 13:28,NA,15/05/2018,HUGE 1-Bedroom Apartment on 1st floor being renovated right now and will be ready in 2nd week of May,"['apartment', 'carport']",43.6555,-79.3626,https://toronto.craigslist.ca/tor/apa/d/1-bedroom-apt-getting/6568268223.html
"3/b $3,350/1300ft Furnished Second Floor Apt. in Victorian Home (Annex",post id: 6563987850,(Bathurst and Harbord)),NA,"$3,250",3BR / 1Ba,24/04/2018 13:18,1300ft2,15/05/2018,Fully furnished large and bright (app. 1300sq. ft.)suite on the complete second floor in a comfortable Victorian home on a quiet tree lined street in one of the most sought after neighbourhoods in the city.,"['apartment', 'w/d in unit', 'no smoking', 'detached garage']",43.661414,-79.408193,https://toronto.craigslist.ca/tor/apa/d/ft-furnished-second-floor-apt/6563987850.html
"Mimico - 2 Bedroom Suite, Parking and Locker - Gym, Sauna, Party Room",post id: 6559442594,(2111 Lake Shore Blvd W),NA,"$2,750",2BR / 2Ba,24/04/2018 13:15,NA,11/04/2018,"Location! Location!!! Owner's Pride, Spacious & Upgraded 2 Bedroom Suite, W/Local Restaurants,Shops,Parkland & Miles Of Waterfront Walking & Biking Paths At Your Door Step.Inviting Open Concept Layout W/Many Recent Upgrades, In Absolute Move-In Condition. New Painted & Professionally Cleaned And Ready For Immediate Occupancy. No Pets. Non Smoking Unit. Landlord Requests Employment Letter, Credit Report & 2 Personal References","['condo', 'w/d in unit', 'no smoking', 'attached garage']",43.62864,-79.478524,https://toronto.craigslist.ca/tor/apa/d/mimico-2-bedroom-suite/6559442594.html
Clanton Park - 3 Bed Bungalow - Detached Garage - Unfinished Basement,post id: 6546242739,(19 Norcross Rd),NA,"$2,495",3BR / 2Ba,24/04/2018 13:13,NA,28/03/2018,"Best Lease Opportunity In Central Toronto For Full House Rental In Highly Desirable Nestled Family Friendly Pocket!3 Bdrm Detachd Bungalow Full House Rental!No Sharing W/ Any Other Tenants! Numerous Recent Updates To Enjoy W/ Luxury Enhncd Chic Kit Cabnts,Custm Counter,Custm Bksplsh,'Grigio' Sleek Laminate Flrs,3 Good Sized Bdrms & Renovated Bthrm!Tons Of Storage Space In Bsmt! Wlk/Out From Main Flr To Sun-Filled Patio Great For Summer Bbqs&Cocktails!","['house', 'w/d in unit', 'detached garage']",43.751656,-79.45153,https://toronto.craigslist.ca/tor/apa/d/clanton-park-3-bed-bungalow/6546242739.html
"New Condos 1 Bedr, 38 Elm St, Possession date: Immediate",post id: 6570268632,(Bay And Dundas),NA,"$2,500",1BR / 0Ba,24/04/2018 13:13,NA,24/04/2018,,"['condo', 'w/d in unit']",43.657477,-79.383659,https://toronto.craigslist.ca/tor/apa/d/new-condos-1-bedr-38-elm-st/6570268632.html
Fully Furnished 1-Bedroom Suite in Leslieville Available June 1,post id: 6570267796,(Leslieville),305 Highfield Rd,"$1,695",1BR / 1Ba,24/04/2018 13:12,NA,01/06/2018,This beautiful fully furnished top floor suite is located on a friendly tree lined street in Toronto's much desired Leslieville.,"['furnished', 'apartment', 'no smoking']",43.673528,-79.325709,https://toronto.craigslist.ca/tor/apa/d/fully-furnished-1-bedroom/6570267796.html
Scarborough Town Centre Condo: 2 Bed + Solarium (can 3rd Bed),post id: 6557672812,(88 Grangeway Ave),NA,"$2,400",2BR / 2Ba,24/04/2018 13:10,NA,01/07/2018,"Welcome To Altitude! This Bright Two Bedroom Suite Features Fantastic Views And Upgraded Finishes Such As Glass Shower Enclosures, Granite Counter Tops, And Hardwood Floors Throughout. The Added Solarium Can Potentially Be A 3rd Bedroom. It Is Conveniently Located Close To Public Transit, Scarborough Town Centre Scarborough Hospital And Other Great Neighbourhood Amenities While Providing Easy Access To The Rest Of The Gta. Gta. Includes 1 Parking Space.","['condo', 'w/d in unit', 'no smoking', 'attached garage']",43.775595,-79.250579,https://toronto.craigslist.ca/tor/apa/d/scarborough-town-centre-condo/6557672812.html
110 Marine Parade Dr - 2 Bedroom + Den with Stunning Lake View,post id: 6570262451,"(toronto, ON)",NA,"$4,200",2BR / 3Ba,24/04/2018 13:08,NA,24/04/2018,"Enjoy This 2Bedroom Plus Den (1233Sqft + 420Sqft Wraparound Terrace) On The Water At Riva Del Lago. If Natural Sunlight And Views Of The Lake & Cn Tower Wows You Then This Is A Must See. Steps To Ttc, The Lake, Restaurants, Shops & More. Includes One Parking Spot & Locker.","['condo', 'w/d in unit']",43.605647,-79.501321,https://toronto.craigslist.ca/tor/apa/d/110-marine-parade-dr-2/6570262451.html
2BR Junction,post id: 6568270787,(Toronto),336 Campbell Ave,"$2,415",2BR / 1Ba,24/04/2018 13:05,NA,01/05/2018,"Newly renovated 2 bedroom, 1 bathroom apartment for rent for May 1st .Located in the Junction Triangle neighborhood of Toronto. Food Basic, Shoppers Drug-mart, Dufferin Galleria Shopping Center, Planet Fitness are all short distances from your apartment. approx 10 min walk to Lansdowne Station or 3 min Bus Ride. Pet friendly apartment!","['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'carport']",43.666478,-79.450353,https://toronto.craigslist.ca/tor/apa/d/2br-junction/6568270787.html
DAzzling 2 Bedrooms W/ Two Washrooms 2 Storey Townhouse,post id: 6570256612,(Toronto),NA,"$2,400",2BR / 2Ba,24/04/2018 13:03,NA,24/04/2018,,['condo'],43.7915,-79.4103,https://toronto.craigslist.ca/tor/apa/d/dazzling-2-bedrooms-two/6570256612.html
"Beautiful,Funky,Renoed M FLR Apt W/ Studio/LAUNDRY Furn BACKYARD",post id: 6570249928,(Trinity Bellwoods),robinson,"$2,800",1BR / 1Ba,24/04/2018 12:58,950ft2,01/06/2018,#NAME?,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking']",43.648298,-79.407101,https://toronto.craigslist.ca/tor/apa/d/beautifulfunkyrenoed-flr-apt/6570249928.html
Fully furnished 1 bedroom basement apartment available for rent,post id: 6570249534,NA,NA,$850,1BR / 1Ba,24/04/2018 12:58,NA,01/05/2018,"Fully furnished 1 bedroom basement apartment available for rent starting May 1, 2018","['furnished', 'apartment', 'laundry on site', 'no smoking', 'carport']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/fully-furnished-1-bedroom/6570249534.html
Fabulous 3b House for Rent,post id: 6570245521,(Lawrence and Keele),NA,"$2,100",3BR / 2Ba,24/04/2018 12:54,1800ft2,01/05/2018,House Highlights:,"['house', 'w/d in unit', 'off-street parking']",43.704382,-79.477064,https://toronto.craigslist.ca/tor/apa/d/fabulous-3b-house-for-rent/6570245521.html
Dapper 2 Bedrooms Penthouse In Yonge And Finch Area.,post id: 6570244219,(Toronto),NA,"$2,350",2BR / 1Ba,24/04/2018 12:53,NA,24/04/2018,,['condo'],43.778334,-79.415193,https://toronto.craigslist.ca/tor/apa/d/dapper-2-bedrooms-penthouse/6570244219.html
"Beautiful new 2 Bedr, 438 Richmond St W, ready for: June 3/Tba",post id: 6570243945,(Richmond / Spadina),NA,"$2,400",2BR / 0Ba,24/04/2018 12:53,NA,24/04/2018,,"['condo', 'w/d in unit']",43.64777,-79.397025,https://toronto.craigslist.ca/tor/apa/d/beautiful-new-2-bedr-438/6570243945.html
"Downtown 2 Bedroom plus Den, 2 Bathroom Condo with Parking",post id: 6570174372,NA,NA,"$2,300",2BR / 2Ba,24/04/2018 12:53,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a two bedroom plus den, two full bathroom condo at 87 Peter St, in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-2-bedroom-plus-den-2/6570174372.html
